# gathered 2026-09-04T10:45:39.919826+00:00
table|index|definition|scans|tup_read|bytes
cooldowns|idx_cooldowns_broker_account|CREATE INDEX idx_cooldowns_broker_account ON public.cooldowns USING btree (broker_account_id)|37609|215|16384
cooldowns|idx_cooldowns_expires|CREATE INDEX idx_cooldowns_expires ON public.cooldowns USING btree (expires_at)|27165|54412|16384
data_quality_events|data_quality_events_pkey|CREATE UNIQUE INDEX data_quality_events_pkey ON public.data_quality_events USING btree (id)|0|0|16384
data_quality_events|idx_dq_events_account_time|CREATE INDEX idx_dq_events_account_time ON public.data_quality_events USING btree (broker_account_id, detected_at DESC)|0|0|16384
data_quality_events|idx_dq_events_kind_time|CREATE INDEX idx_dq_events_kind_time ON public.data_quality_events USING btree (kind, detected_at DESC)|0|0|16384
data_quality_events|uq_dq_events_daily|CREATE UNIQUE INDEX uq_dq_events_daily ON public.data_quality_events USING btree (broker_account_id, kind, tradingsymbol, (((detected_at AT TIME ZONE 'Asia/Kolkata'::text))::date))|15036|0|16384
detector_flags|detector_flags_pkey|CREATE UNIQUE INDEX detector_flags_pkey ON public.detector_flags USING btree (detector)|0|0|8192
discipline_scores|discipline_scores_broker_account_id_week_start_key|CREATE UNIQUE INDEX discipline_scores_broker_account_id_week_start_key ON public.discipline_scores USING btree (broker_account_id, week_start)|0|0|8192
discipline_scores|discipline_scores_pkey|CREATE UNIQUE INDEX discipline_scores_pkey ON public.discipline_scores USING btree (id)|0|0|8192
discipline_scores|idx_discipline_scores_account_week|CREATE INDEX idx_discipline_scores_account_week ON public.discipline_scores USING btree (broker_account_id, week_start DESC)|13691|0|8192
discipline_streaks|discipline_streaks_broker_account_id_streak_type_key|CREATE UNIQUE INDEX discipline_streaks_broker_account_id_streak_type_key ON public.discipline_streaks USING btree (broker_account_id, streak_type)|0|0|8192
discipline_streaks|discipline_streaks_pkey|CREATE UNIQUE INDEX discipline_streaks_pkey ON public.discipline_streaks USING btree (id)|0|0|8192
discipline_streaks|idx_discipline_streaks_account|CREATE INDEX idx_discipline_streaks_account ON public.discipline_streaks USING btree (broker_account_id)|13691|0|8192
generated_reports|generated_reports_pkey|CREATE UNIQUE INDEX generated_reports_pkey ON public.generated_reports USING btree (id)|0|0|8192
generated_reports|idx_generated_reports_account_date|CREATE INDEX idx_generated_reports_account_date ON public.generated_reports USING btree (broker_account_id, report_date DESC)|0|0|8192
generated_reports|idx_generated_reports_type|CREATE INDEX idx_generated_reports_type ON public.generated_reports USING btree (broker_account_id, report_type, report_date DESC)|13691|0|8192
gtt_tracking|gtt_tracking_broker_account_id_gtt_id_key|CREATE UNIQUE INDEX gtt_tracking_broker_account_id_gtt_id_key ON public.gtt_tracking USING btree (broker_account_id, gtt_id)|0|0|8192
gtt_tracking|gtt_tracking_pkey|CREATE UNIQUE INDEX gtt_tracking_pkey ON public.gtt_tracking USING btree (id)|0|0|8192
gtt_tracking|idx_gtt_tracking_account|CREATE INDEX idx_gtt_tracking_account ON public.gtt_tracking USING btree (broker_account_id, gtt_status)|30871|0|8192
guardrail_rules|guardrail_rules_pkey|CREATE UNIQUE INDEX guardrail_rules_pkey ON public.guardrail_rules USING btree (id)|0|0|16384
guardrail_rules|idx_guardrail_rules_account|CREATE INDEX idx_guardrail_rules_account ON public.guardrail_rules USING btree (broker_account_id)|13691|0|16384
guardrail_rules|idx_guardrail_rules_active|CREATE INDEX idx_guardrail_rules_active ON public.guardrail_rules USING btree (broker_account_id, status, expires_at) WHERE ((status)::text = 'active'::text)|0|0|16384
holdings|holdings_pkey|CREATE UNIQUE INDEX holdings_pkey ON public.holdings USING btree (id)|0|0|8192
holdings|idx_holdings_account|CREATE INDEX idx_holdings_account ON public.holdings USING btree (broker_account_id)|13691|0|8192
holdings|idx_holdings_symbol|CREATE INDEX idx_holdings_symbol ON public.holdings USING btree (tradingsymbol)|0|0|8192
holdings|uq_holdings_account_symbol|CREATE UNIQUE INDEX uq_holdings_account_symbol ON public.holdings USING btree (broker_account_id, tradingsymbol, exchange)|0|0|8192
incomplete_positions|idx_incomplete_positions_broker_account_id|CREATE INDEX idx_incomplete_positions_broker_account_id ON public.incomplete_positions USING btree (broker_account_id)|0|0|16384
incomplete_positions|idx_ip_broker|CREATE INDEX idx_ip_broker ON public.incomplete_positions USING btree (broker_account_id)|0|0|16384
incomplete_positions|idx_ip_status|CREATE INDEX idx_ip_status ON public.incomplete_positions USING btree (resolution_status)|0|0|16384
incomplete_positions|incomplete_positions_pkey|CREATE UNIQUE INDEX incomplete_positions_pkey ON public.incomplete_positions USING btree (id)|0|0|16384
instruments|idx_instruments_expiry|CREATE INDEX idx_instruments_expiry ON public.instruments USING btree (expiry) WHERE (expiry IS NOT NULL)|0|0|2260992
instruments|idx_instruments_symbol|CREATE INDEX idx_instruments_symbol ON public.instruments USING btree (tradingsymbol)|0|0|11657216
instruments|idx_instruments_token|CREATE INDEX idx_instruments_token ON public.instruments USING btree (instrument_token)|0|0|6832128
instruments|instruments_instrument_token_key|CREATE UNIQUE INDEX instruments_instrument_token_key ON public.instruments USING btree (instrument_token)|219|36402618|6397952
instruments|instruments_pkey|CREATE UNIQUE INDEX instruments_pkey ON public.instruments USING btree (id)|0|0|9306112
instruments|uq_instruments_exchange_symbol|CREATE UNIQUE INDEX uq_instruments_exchange_symbol ON public.instruments USING btree (exchange, tradingsymbol)|0|0|12419072
journal_entries|idx_journal_entries_broker_account|CREATE INDEX idx_journal_entries_broker_account ON public.journal_entries USING btree (broker_account_id)|53|889|90112
journal_entries|idx_journal_entries_created|CREATE INDEX idx_journal_entries_created ON public.journal_entries USING btree (broker_account_id, created_at DESC)|14039|20263|90112
journal_entries|idx_journal_entries_emotion_tags|CREATE INDEX idx_journal_entries_emotion_tags ON public.journal_entries USING gin (emotion_tags)|0|0|32768
journal_entries|idx_journal_entries_trade|CREATE INDEX idx_journal_entries_trade ON public.journal_entries USING btree (trade_id) WHERE (trade_id IS NOT NULL)|142|35|57344
journal_entries|idx_journal_entries_type|CREATE INDEX idx_journal_entries_type ON public.journal_entries USING btree (broker_account_id, entry_type)|0|0|90112
journal_entries|idx_journal_entries_unique_trade|CREATE UNIQUE INDEX idx_journal_entries_unique_trade ON public.journal_entries USING btree (broker_account_id, trade_id) WHERE (trade_id IS NOT NULL)|564|141|81920
journal_entries|idx_journal_followed_plan|CREATE INDEX idx_journal_followed_plan ON public.journal_entries USING btree (broker_account_id, followed_plan) WHERE (followed_plan IS NOT NULL)|0|0|16384
journal_entries|idx_journal_setup_quality|CREATE INDEX idx_journal_setup_quality ON public.journal_entries USING btree (broker_account_id, setup_quality) WHERE (setup_quality IS NOT NULL)|0|0|16384
journal_entries|journal_entries_pkey|CREATE UNIQUE INDEX journal_entries_pkey ON public.journal_entries USING btree (id)|1284|1284|90112
margin_snapshots|idx_margin_snapshots_account_time|CREATE INDEX idx_margin_snapshots_account_time ON public.margin_snapshots USING btree (broker_account_id, snapshot_at DESC)|0|0|49152
margin_snapshots|idx_margin_snapshots_broker_account_id|CREATE INDEX idx_margin_snapshots_broker_account_id ON public.margin_snapshots USING btree (broker_account_id)|24809|32195|16384
margin_snapshots|idx_margin_snapshots_risk|CREATE INDEX idx_margin_snapshots_risk ON public.margin_snapshots USING btree (broker_account_id, risk_level)|0|0|32768
margin_snapshots|margin_snapshots_pkey|CREATE UNIQUE INDEX margin_snapshots_pkey ON public.margin_snapshots USING btree (id)|215|215|40960
monthly_snapshots|idx_monthly_snapshots_account_month|CREATE INDEX idx_monthly_snapshots_account_month ON public.monthly_snapshots USING btree (broker_account_id, month DESC)|11548|12|16384
monthly_snapshots|monthly_snapshots_pkey|CREATE UNIQUE INDEX monthly_snapshots_pkey ON public.monthly_snapshots USING btree (id)|0|0|16384
monthly_snapshots|uq_monthly_snapshot_account_month|CREATE UNIQUE INDEX uq_monthly_snapshot_account_month ON public.monthly_snapshots USING btree (broker_account_id, month)|1|0|16384
oauth_temp_store|oauth_temp_store_expires_at_idx|CREATE INDEX oauth_temp_store_expires_at_idx ON public.oauth_temp_store USING btree (expires_at)|0|0|16384
oauth_temp_store|oauth_temp_store_pkey|CREATE UNIQUE INDEX oauth_temp_store_pkey ON public.oauth_temp_store USING btree (key)|0|0|16384
orders|idx_orders_account_date|CREATE INDEX idx_orders_account_date ON ONLY public.orders USING btree (broker_account_id, order_timestamp)|0|0|0
orders|idx_orders_account_symbol_time|CREATE INDEX idx_orders_account_symbol_time ON ONLY public.orders USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|0
orders|idx_orders_status|CREATE INDEX idx_orders_status ON ONLY public.orders USING btree (broker_account_id, status)|0|0|0
orders|idx_orders_symbol|CREATE INDEX idx_orders_symbol ON ONLY public.orders USING btree (tradingsymbol)|0|0|0
orders|orders_pkey|CREATE UNIQUE INDEX orders_pkey ON ONLY public.orders USING btree (id, order_timestamp)|0|0|0
orders|uq_orders_account_kite_id|CREATE UNIQUE INDEX uq_orders_account_kite_id ON ONLY public.orders USING btree (broker_account_id, kite_order_id, order_timestamp)|0|0|0
orders_default|orders_default_broker_account_id_kite_order_id_order_timest_key|CREATE UNIQUE INDEX orders_default_broker_account_id_kite_order_id_order_timest_key ON public.orders_default USING btree (broker_account_id, kite_order_id, order_timestamp)|1|0|8192
orders_default|orders_default_broker_account_id_order_timestamp_idx|CREATE INDEX orders_default_broker_account_id_order_timestamp_idx ON public.orders_default USING btree (broker_account_id, order_timestamp)|0|0|8192
orders_default|orders_default_broker_account_id_status_idx|CREATE INDEX orders_default_broker_account_id_status_idx ON public.orders_default USING btree (broker_account_id, status)|11457|0|8192
orders_default|orders_default_broker_account_id_tradingsymbol_order_timest_idx|CREATE INDEX orders_default_broker_account_id_tradingsymbol_order_timest_idx ON public.orders_default USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|8192
orders_default|orders_default_pkey|CREATE UNIQUE INDEX orders_default_pkey ON public.orders_default USING btree (id, order_timestamp)|0|0|8192
orders_default|orders_default_tradingsymbol_idx|CREATE INDEX orders_default_tradingsymbol_idx ON public.orders_default USING btree (tradingsymbol)|343|0|8192
orders_y2026m02|orders_y2026m02_broker_account_id_kite_order_id_order_times_key|CREATE UNIQUE INDEX orders_y2026m02_broker_account_id_kite_order_id_order_times_key ON public.orders_y2026m02 USING btree (broker_account_id, kite_order_id, order_timestamp)|1|0|8192
orders_y2026m02|orders_y2026m02_broker_account_id_order_timestamp_idx|CREATE INDEX orders_y2026m02_broker_account_id_order_timestamp_idx ON public.orders_y2026m02 USING btree (broker_account_id, order_timestamp)|2|0|8192
orders_y2026m02|orders_y2026m02_broker_account_id_status_idx|CREATE INDEX orders_y2026m02_broker_account_id_status_idx ON public.orders_y2026m02 USING btree (broker_account_id, status)|11457|0|8192
orders_y2026m02|orders_y2026m02_broker_account_id_tradingsymbol_order_times_idx|CREATE INDEX orders_y2026m02_broker_account_id_tradingsymbol_order_times_idx ON public.orders_y2026m02 USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|8192
orders_y2026m02|orders_y2026m02_pkey|CREATE UNIQUE INDEX orders_y2026m02_pkey ON public.orders_y2026m02 USING btree (id, order_timestamp)|0|0|8192
orders_y2026m02|orders_y2026m02_tradingsymbol_idx|CREATE INDEX orders_y2026m02_tradingsymbol_idx ON public.orders_y2026m02 USING btree (tradingsymbol)|343|0|8192
orders_y2026m03|orders_y2026m03_broker_account_id_kite_order_id_order_times_key|CREATE UNIQUE INDEX orders_y2026m03_broker_account_id_kite_order_id_order_times_key ON public.orders_y2026m03 USING btree (broker_account_id, kite_order_id, order_timestamp)|1|0|8192
orders_y2026m03|orders_y2026m03_broker_account_id_order_timestamp_idx|CREATE INDEX orders_y2026m03_broker_account_id_order_timestamp_idx ON public.orders_y2026m03 USING btree (broker_account_id, order_timestamp)|0|0|8192
orders_y2026m03|orders_y2026m03_broker_account_id_status_idx|CREATE INDEX orders_y2026m03_broker_account_id_status_idx ON public.orders_y2026m03 USING btree (broker_account_id, status)|11457|0|8192
orders_y2026m03|orders_y2026m03_broker_account_id_tradingsymbol_order_times_idx|CREATE INDEX orders_y2026m03_broker_account_id_tradingsymbol_order_times_idx ON public.orders_y2026m03 USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|8192
orders_y2026m03|orders_y2026m03_pkey|CREATE UNIQUE INDEX orders_y2026m03_pkey ON public.orders_y2026m03 USING btree (id, order_timestamp)|0|0|8192
orders_y2026m03|orders_y2026m03_tradingsymbol_idx|CREATE INDEX orders_y2026m03_tradingsymbol_idx ON public.orders_y2026m03 USING btree (tradingsymbol)|343|0|8192
orders_y2026m04|orders_y2026m04_broker_account_id_kite_order_id_order_times_key|CREATE UNIQUE INDEX orders_y2026m04_broker_account_id_kite_order_id_order_times_key ON public.orders_y2026m04 USING btree (broker_account_id, kite_order_id, order_timestamp)|1|0|8192
orders_y2026m04|orders_y2026m04_broker_account_id_order_timestamp_idx|CREATE INDEX orders_y2026m04_broker_account_id_order_timestamp_idx ON public.orders_y2026m04 USING btree (broker_account_id, order_timestamp)|0|0|8192
orders_y2026m04|orders_y2026m04_broker_account_id_status_idx|CREATE INDEX orders_y2026m04_broker_account_id_status_idx ON public.orders_y2026m04 USING btree (broker_account_id, status)|11457|0|8192
orders_y2026m04|orders_y2026m04_broker_account_id_tradingsymbol_order_times_idx|CREATE INDEX orders_y2026m04_broker_account_id_tradingsymbol_order_times_idx ON public.orders_y2026m04 USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|8192
orders_y2026m04|orders_y2026m04_pkey|CREATE UNIQUE INDEX orders_y2026m04_pkey ON public.orders_y2026m04 USING btree (id, order_timestamp)|0|0|8192
orders_y2026m04|orders_y2026m04_tradingsymbol_idx|CREATE INDEX orders_y2026m04_tradingsymbol_idx ON public.orders_y2026m04 USING btree (tradingsymbol)|343|0|8192
orders_y2026m05|orders_y2026m05_broker_account_id_kite_order_id_order_times_key|CREATE UNIQUE INDEX orders_y2026m05_broker_account_id_kite_order_id_order_times_key ON public.orders_y2026m05 USING btree (broker_account_id, kite_order_id, order_timestamp)|1|0|8192
orders_y2026m05|orders_y2026m05_broker_account_id_order_timestamp_idx|CREATE INDEX orders_y2026m05_broker_account_id_order_timestamp_idx ON public.orders_y2026m05 USING btree (broker_account_id, order_timestamp)|0|0|8192
orders_y2026m05|orders_y2026m05_broker_account_id_status_idx|CREATE INDEX orders_y2026m05_broker_account_id_status_idx ON public.orders_y2026m05 USING btree (broker_account_id, status)|11457|0|8192
orders_y2026m05|orders_y2026m05_broker_account_id_tradingsymbol_order_times_idx|CREATE INDEX orders_y2026m05_broker_account_id_tradingsymbol_order_times_idx ON public.orders_y2026m05 USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|8192
orders_y2026m05|orders_y2026m05_pkey|CREATE UNIQUE INDEX orders_y2026m05_pkey ON public.orders_y2026m05 USING btree (id, order_timestamp)|0|0|8192
orders_y2026m05|orders_y2026m05_tradingsymbol_idx|CREATE INDEX orders_y2026m05_tradingsymbol_idx ON public.orders_y2026m05 USING btree (tradingsymbol)|343|0|8192
orders_y2026m06|orders_y2026m06_broker_account_id_kite_order_id_order_times_key|CREATE UNIQUE INDEX orders_y2026m06_broker_account_id_kite_order_id_order_times_key ON public.orders_y2026m06 USING btree (broker_account_id, kite_order_id, order_timestamp)|1|0|8192
orders_y2026m06|orders_y2026m06_broker_account_id_order_timestamp_idx|CREATE INDEX orders_y2026m06_broker_account_id_order_timestamp_idx ON public.orders_y2026m06 USING btree (broker_account_id, order_timestamp)|0|0|8192
orders_y2026m06|orders_y2026m06_broker_account_id_status_idx|CREATE INDEX orders_y2026m06_broker_account_id_status_idx ON public.orders_y2026m06 USING btree (broker_account_id, status)|11457|0|8192
orders_y2026m06|orders_y2026m06_broker_account_id_tradingsymbol_order_times_idx|CREATE INDEX orders_y2026m06_broker_account_id_tradingsymbol_order_times_idx ON public.orders_y2026m06 USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|8192
orders_y2026m06|orders_y2026m06_pkey|CREATE UNIQUE INDEX orders_y2026m06_pkey ON public.orders_y2026m06 USING btree (id, order_timestamp)|0|0|8192
orders_y2026m06|orders_y2026m06_tradingsymbol_idx|CREATE INDEX orders_y2026m06_tradingsymbol_idx ON public.orders_y2026m06 USING btree (tradingsymbol)|343|0|8192
orders_y2026m07|orders_y2026m07_broker_account_id_kite_order_id_order_times_key|CREATE UNIQUE INDEX orders_y2026m07_broker_account_id_kite_order_id_order_times_key ON public.orders_y2026m07 USING btree (broker_account_id, kite_order_id, order_timestamp)|1|0|8192
orders_y2026m07|orders_y2026m07_broker_account_id_order_timestamp_idx|CREATE INDEX orders_y2026m07_broker_account_id_order_timestamp_idx ON public.orders_y2026m07 USING btree (broker_account_id, order_timestamp)|0|0|8192
orders_y2026m07|orders_y2026m07_broker_account_id_status_idx|CREATE INDEX orders_y2026m07_broker_account_id_status_idx ON public.orders_y2026m07 USING btree (broker_account_id, status)|11457|0|8192
orders_y2026m07|orders_y2026m07_broker_account_id_tradingsymbol_order_times_idx|CREATE INDEX orders_y2026m07_broker_account_id_tradingsymbol_order_times_idx ON public.orders_y2026m07 USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|8192
orders_y2026m07|orders_y2026m07_pkey|CREATE UNIQUE INDEX orders_y2026m07_pkey ON public.orders_y2026m07 USING btree (id, order_timestamp)|0|0|8192
orders_y2026m07|orders_y2026m07_tradingsymbol_idx|CREATE INDEX orders_y2026m07_tradingsymbol_idx ON public.orders_y2026m07 USING btree (tradingsymbol)|343|0|8192
orders_y2026m08|orders_y2026m08_broker_account_id_kite_order_id_order_times_key|CREATE UNIQUE INDEX orders_y2026m08_broker_account_id_kite_order_id_order_times_key ON public.orders_y2026m08 USING btree (broker_account_id, kite_order_id, order_timestamp)|1|0|8192
orders_y2026m08|orders_y2026m08_broker_account_id_order_timestamp_idx|CREATE INDEX orders_y2026m08_broker_account_id_order_timestamp_idx ON public.orders_y2026m08 USING btree (broker_account_id, order_timestamp)|0|0|8192
orders_y2026m08|orders_y2026m08_broker_account_id_status_idx|CREATE INDEX orders_y2026m08_broker_account_id_status_idx ON public.orders_y2026m08 USING btree (broker_account_id, status)|11457|0|8192
orders_y2026m08|orders_y2026m08_broker_account_id_tradingsymbol_order_times_idx|CREATE INDEX orders_y2026m08_broker_account_id_tradingsymbol_order_times_idx ON public.orders_y2026m08 USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|8192
orders_y2026m08|orders_y2026m08_pkey|CREATE UNIQUE INDEX orders_y2026m08_pkey ON public.orders_y2026m08 USING btree (id, order_timestamp)|0|0|8192
orders_y2026m08|orders_y2026m08_tradingsymbol_idx|CREATE INDEX orders_y2026m08_tradingsymbol_idx ON public.orders_y2026m08 USING btree (tradingsymbol)|343|0|8192
orders_y2026m09|orders_y2026m09_broker_account_id_kite_order_id_order_times_key|CREATE UNIQUE INDEX orders_y2026m09_broker_account_id_kite_order_id_order_times_key ON public.orders_y2026m09 USING btree (broker_account_id, kite_order_id, order_timestamp)|1|1|16384
orders_y2026m09|orders_y2026m09_broker_account_id_order_timestamp_idx|CREATE INDEX orders_y2026m09_broker_account_id_order_timestamp_idx ON public.orders_y2026m09 USING btree (broker_account_id, order_timestamp)|0|0|16384
orders_y2026m09|orders_y2026m09_broker_account_id_status_idx|CREATE INDEX orders_y2026m09_broker_account_id_status_idx ON public.orders_y2026m09 USING btree (broker_account_id, status)|11457|1|16384
orders_y2026m09|orders_y2026m09_broker_account_id_tradingsymbol_order_times_idx|CREATE INDEX orders_y2026m09_broker_account_id_tradingsymbol_order_times_idx ON public.orders_y2026m09 USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|16384
orders_y2026m09|orders_y2026m09_pkey|CREATE UNIQUE INDEX orders_y2026m09_pkey ON public.orders_y2026m09 USING btree (id, order_timestamp)|0|0|16384
orders_y2026m09|orders_y2026m09_tradingsymbol_idx|CREATE INDEX orders_y2026m09_tradingsymbol_idx ON public.orders_y2026m09 USING btree (tradingsymbol)|343|0|16384
orders_y2026m10|orders_y2026m10_broker_account_id_kite_order_id_order_times_key|CREATE UNIQUE INDEX orders_y2026m10_broker_account_id_kite_order_id_order_times_key ON public.orders_y2026m10 USING btree (broker_account_id, kite_order_id, order_timestamp)|1|0|8192
orders_y2026m10|orders_y2026m10_broker_account_id_order_timestamp_idx|CREATE INDEX orders_y2026m10_broker_account_id_order_timestamp_idx ON public.orders_y2026m10 USING btree (broker_account_id, order_timestamp)|0|0|8192
orders_y2026m10|orders_y2026m10_broker_account_id_status_idx|CREATE INDEX orders_y2026m10_broker_account_id_status_idx ON public.orders_y2026m10 USING btree (broker_account_id, status)|11457|0|8192
orders_y2026m10|orders_y2026m10_broker_account_id_tradingsymbol_order_times_idx|CREATE INDEX orders_y2026m10_broker_account_id_tradingsymbol_order_times_idx ON public.orders_y2026m10 USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|8192
orders_y2026m10|orders_y2026m10_pkey|CREATE UNIQUE INDEX orders_y2026m10_pkey ON public.orders_y2026m10 USING btree (id, order_timestamp)|0|0|8192
orders_y2026m10|orders_y2026m10_tradingsymbol_idx|CREATE INDEX orders_y2026m10_tradingsymbol_idx ON public.orders_y2026m10 USING btree (tradingsymbol)|0|0|8192
orders_y2026m11|orders_y2026m11_broker_account_id_kite_order_id_order_times_key|CREATE UNIQUE INDEX orders_y2026m11_broker_account_id_kite_order_id_order_times_key ON public.orders_y2026m11 USING btree (broker_account_id, kite_order_id, order_timestamp)|1|0|8192
orders_y2026m11|orders_y2026m11_broker_account_id_order_timestamp_idx|CREATE INDEX orders_y2026m11_broker_account_id_order_timestamp_idx ON public.orders_y2026m11 USING btree (broker_account_id, order_timestamp)|0|0|8192
orders_y2026m11|orders_y2026m11_broker_account_id_status_idx|CREATE INDEX orders_y2026m11_broker_account_id_status_idx ON public.orders_y2026m11 USING btree (broker_account_id, status)|11457|0|8192
orders_y2026m11|orders_y2026m11_broker_account_id_tradingsymbol_order_times_idx|CREATE INDEX orders_y2026m11_broker_account_id_tradingsymbol_order_times_idx ON public.orders_y2026m11 USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|8192
orders_y2026m11|orders_y2026m11_pkey|CREATE UNIQUE INDEX orders_y2026m11_pkey ON public.orders_y2026m11 USING btree (id, order_timestamp)|0|0|8192
orders_y2026m11|orders_y2026m11_tradingsymbol_idx|CREATE INDEX orders_y2026m11_tradingsymbol_idx ON public.orders_y2026m11 USING btree (tradingsymbol)|0|0|8192
orders_y2026m12|orders_y2026m12_broker_account_id_kite_order_id_order_times_key|CREATE UNIQUE INDEX orders_y2026m12_broker_account_id_kite_order_id_order_times_key ON public.orders_y2026m12 USING btree (broker_account_id, kite_order_id, order_timestamp)|1|0|8192
orders_y2026m12|orders_y2026m12_broker_account_id_order_timestamp_idx|CREATE INDEX orders_y2026m12_broker_account_id_order_timestamp_idx ON public.orders_y2026m12 USING btree (broker_account_id, order_timestamp)|0|0|8192
orders_y2026m12|orders_y2026m12_broker_account_id_status_idx|CREATE INDEX orders_y2026m12_broker_account_id_status_idx ON public.orders_y2026m12 USING btree (broker_account_id, status)|11457|0|8192
orders_y2026m12|orders_y2026m12_broker_account_id_tradingsymbol_order_times_idx|CREATE INDEX orders_y2026m12_broker_account_id_tradingsymbol_order_times_idx ON public.orders_y2026m12 USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|8192
orders_y2026m12|orders_y2026m12_pkey|CREATE UNIQUE INDEX orders_y2026m12_pkey ON public.orders_y2026m12 USING btree (id, order_timestamp)|0|0|8192
orders_y2026m12|orders_y2026m12_tradingsymbol_idx|CREATE INDEX orders_y2026m12_tradingsymbol_idx ON public.orders_y2026m12 USING btree (tradingsymbol)|0|0|8192
orders_y2027m01|orders_y2027m01_broker_account_id_kite_order_id_order_times_key|CREATE UNIQUE INDEX orders_y2027m01_broker_account_id_kite_order_id_order_times_key ON public.orders_y2027m01 USING btree (broker_account_id, kite_order_id, order_timestamp)|1|0|8192
orders_y2027m01|orders_y2027m01_broker_account_id_order_timestamp_idx|CREATE INDEX orders_y2027m01_broker_account_id_order_timestamp_idx ON public.orders_y2027m01 USING btree (broker_account_id, order_timestamp)|0|0|8192
orders_y2027m01|orders_y2027m01_broker_account_id_status_idx|CREATE INDEX orders_y2027m01_broker_account_id_status_idx ON public.orders_y2027m01 USING btree (broker_account_id, status)|11457|0|8192
orders_y2027m01|orders_y2027m01_broker_account_id_tradingsymbol_order_times_idx|CREATE INDEX orders_y2027m01_broker_account_id_tradingsymbol_order_times_idx ON public.orders_y2027m01 USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|8192
orders_y2027m01|orders_y2027m01_pkey|CREATE UNIQUE INDEX orders_y2027m01_pkey ON public.orders_y2027m01 USING btree (id, order_timestamp)|0|0|8192
orders_y2027m01|orders_y2027m01_tradingsymbol_idx|CREATE INDEX orders_y2027m01_tradingsymbol_idx ON public.orders_y2027m01 USING btree (tradingsymbol)|0|0|8192
orders_y2027m02|orders_y2027m02_broker_account_id_kite_order_id_order_times_key|CREATE UNIQUE INDEX orders_y2027m02_broker_account_id_kite_order_id_order_times_key ON public.orders_y2027m02 USING btree (broker_account_id, kite_order_id, order_timestamp)|1|0|8192
orders_y2027m02|orders_y2027m02_broker_account_id_order_timestamp_idx|CREATE INDEX orders_y2027m02_broker_account_id_order_timestamp_idx ON public.orders_y2027m02 USING btree (broker_account_id, order_timestamp)|0|0|8192
orders_y2027m02|orders_y2027m02_broker_account_id_status_idx|CREATE INDEX orders_y2027m02_broker_account_id_status_idx ON public.orders_y2027m02 USING btree (broker_account_id, status)|11457|0|8192
orders_y2027m02|orders_y2027m02_broker_account_id_tradingsymbol_order_times_idx|CREATE INDEX orders_y2027m02_broker_account_id_tradingsymbol_order_times_idx ON public.orders_y2027m02 USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|8192
orders_y2027m02|orders_y2027m02_pkey|CREATE UNIQUE INDEX orders_y2027m02_pkey ON public.orders_y2027m02 USING btree (id, order_timestamp)|0|0|8192
orders_y2027m02|orders_y2027m02_tradingsymbol_idx|CREATE INDEX orders_y2027m02_tradingsymbol_idx ON public.orders_y2027m02 USING btree (tradingsymbol)|0|0|8192
orders_y2027m03|orders_y2027m03_broker_account_id_kite_order_id_order_times_key|CREATE UNIQUE INDEX orders_y2027m03_broker_account_id_kite_order_id_order_times_key ON public.orders_y2027m03 USING btree (broker_account_id, kite_order_id, order_timestamp)|1|0|8192
orders_y2027m03|orders_y2027m03_broker_account_id_order_timestamp_idx|CREATE INDEX orders_y2027m03_broker_account_id_order_timestamp_idx ON public.orders_y2027m03 USING btree (broker_account_id, order_timestamp)|0|0|8192
orders_y2027m03|orders_y2027m03_broker_account_id_status_idx|CREATE INDEX orders_y2027m03_broker_account_id_status_idx ON public.orders_y2027m03 USING btree (broker_account_id, status)|11457|0|8192
orders_y2027m03|orders_y2027m03_broker_account_id_tradingsymbol_order_times_idx|CREATE INDEX orders_y2027m03_broker_account_id_tradingsymbol_order_times_idx ON public.orders_y2027m03 USING btree (broker_account_id, tradingsymbol, order_timestamp)|0|0|8192
orders_y2027m03|orders_y2027m03_pkey|CREATE UNIQUE INDEX orders_y2027m03_pkey ON public.orders_y2027m03 USING btree (id, order_timestamp)|0|0|8192
orders_y2027m03|orders_y2027m03_tradingsymbol_idx|CREATE INDEX orders_y2027m03_tradingsymbol_idx ON public.orders_y2027m03 USING btree (tradingsymbol)|0|0|8192
